day;avg_sa
1;0.0016480000000000002
2;0.002369
3;0.003149
4;0.0038940000000000003
5;0.0046440000000000006
6;0.005407
7;0.00614
8;0.006732999999999999
9;0.007597
10;0.008267
11;0.008962999999999999
12;0.009653
13;0.010333
14;0.011000999999999999
15;0.011621000000000001
16;0.012384000000000001
17;0.013074
18;0.013768
19;0.014516
20;0.015392
21;0.015908
22;0.016606000000000003
23;0.017227
24;0.017870999999999998
25;0.018428
26;0.019053999999999998
27;0.019641
28;0.020317
29;0.020974
30;0.021703
31;0.022326000000000002
32;0.023045000000000003
33;0.023757999999999998
34;0.024274
35;0.024954
36;0.025567
37;0.026255
38;0.026758
39;0.027273
40;0.027855
41;0.02851
42;0.029144000000000003
43;0.029734000000000003
44;0.030199
45;0.030771
46;0.031481999999999996
47;0.032202
48;0.032677
49;0.033227
50;0.033896
51;0.034506999999999996
52;0.035144
53;0.035671999999999995
54;0.036243000000000004
55;0.036912999999999994
56;0.037467
57;0.037840000000000006
58;0.038478
59;0.03908
60;0.039594000000000004
61;0.040211
62;0.040835
63;0.041413
64;0.042288
65;0.042901
66;0.043371
67;0.044171999999999996
68;0.044957000000000004
69;0.045685
70;0.046100999999999996
71;0.046868
72;0.047606
73;0.048234
74;0.048909
75;0.049517000000000005
76;0.050406
77;0.050915999999999996
78;0.051458
79;0.051927
80;0.052421999999999996
81;0.053258
82;0.053711
83;0.054438
84;0.055017
85;0.055737
86;0.056456000000000006
87;0.057104
88;0.057726
89;0.058287
90;0.059052999999999994
91;0.0597
92;0.060046
93;0.060661
94;0.061513
95;0.062057
96;0.06271
97;0.063246
98;0.064016
99;0.06444499999999999
100;0.065045
101;0.065721
102;0.066485
103;0.067023
104;0.067553
105;0.068231
106;0.069033
107;0.069727
108;0.070331
109;0.071076
110;0.07178799999999999
111;0.07245
112;0.073012
113;0.07356099999999999
114;0.07408799999999999
115;0.07468999999999999
116;0.075312
117;0.07579999999999999
118;0.076398
119;0.077028
120;0.07781300000000001
121;0.078341
122;0.078825
123;0.079368
124;0.080026
125;0.080756
126;0.081576
127;0.08211199999999999
128;0.082901
129;0.083316
130;0.083893
131;0.084503
132;0.084992
133;0.08564400000000001
134;0.086093
135;0.086561
136;0.087342
137;0.088114
138;0.088572
139;0.08911799999999999
140;0.08967
141;0.090139
142;0.09076000000000001
143;0.09133
144;0.091928
145;0.09260299999999999
146;0.093084
147;0.093708
148;0.09428700000000001
149;0.095123
150;0.09582399999999999
151;0.096348
152;0.09706999999999999
153;0.09808700000000001
154;0.098537
155;0.099042
156;0.099511
157;0.10019700000000001
158;0.101028
159;0.10171
160;0.10246599999999999
161;0.103063
162;0.103661
163;0.104112
164;0.104757
165;0.10523300000000001
166;0.10564799999999999
167;0.106174
168;0.106595
169;0.107188
170;0.107797
171;0.10857699999999999
172;0.10899500000000001
173;0.109524
174;0.110082
175;0.11076699999999999
176;0.111356
177;0.11220699999999999
178;0.112736
179;0.113444
180;0.11432099999999999
181;0.11495999999999999
182;0.115426
183;0.11603400000000001
184;0.116903
185;0.117581
186;0.118081
187;0.118478
188;0.119146
189;0.120036
190;0.12049699999999999
191;0.121037
192;0.121624
193;0.122297
194;0.12296
195;0.12364
196;0.12423300000000001
197;0.124752
198;0.125222
199;0.125997
200;0.126617
