day;avg_sa
1;0.0016899999999999999
2;0.0022240000000000003
3;0.002678
4;0.003142
5;0.0034879999999999998
6;0.003822
7;0.00419
8;0.004514000000000001
9;0.004788000000000001
10;0.005026
11;0.005298
12;0.005576
13;0.005798
14;0.00598
15;0.0062380000000000005
16;0.006477999999999999
17;0.006718
18;0.0069299999999999995
19;0.007168
20;0.00739
21;0.007586000000000001
22;0.007782
23;0.00795
24;0.008140000000000001
25;0.008291999999999999
26;0.008474
27;0.008654
28;0.008798
29;0.00895
30;0.00908
31;0.009282
32;0.00949
33;0.009658
34;0.009818
35;0.009959999999999998
36;0.010102
37;0.01025
38;0.010381999999999999
39;0.010512
40;0.01064
41;0.010772
42;0.010912
43;0.011056
44;0.011193999999999999
45;0.011334
46;0.011465999999999999
47;0.01159
48;0.011725999999999999
49;0.011864
50;0.011996
51;0.012112
52;0.012284000000000002
53;0.012433999999999999
54;0.012556
55;0.012672000000000001
56;0.012768
57;0.012924
58;0.01304
59;0.013158
60;0.013257999999999999
61;0.013366
62;0.013452
63;0.013566
64;0.013686
65;0.013782
66;0.013908
67;0.014002
68;0.01414
69;0.014262
70;0.014372
71;0.014482
72;0.01458
73;0.014695999999999999
74;0.014794
75;0.014896000000000001
76;0.014988
77;0.015108
78;0.015212
79;0.015323999999999999
80;0.015428
81;0.015532
82;0.015672000000000002
83;0.015785999999999998
84;0.015916
85;0.016016
86;0.016134
87;0.016254
88;0.016374
89;0.01647
90;0.016568000000000003
91;0.016666
92;0.016763999999999998
93;0.016867999999999998
94;0.016952000000000002
95;0.017032
96;0.01711
97;0.017211999999999998
98;0.017286000000000003
99;0.017367999999999998
100;0.017457999999999998
101;0.01753
102;0.01761
103;0.017674
104;0.017783999999999998
105;0.017839999999999998
106;0.017902
107;0.017962
108;0.018044
109;0.018116
110;0.018192
111;0.018260000000000002
112;0.018354
113;0.01843
114;0.018524000000000002
115;0.018600000000000002
116;0.018688
117;0.018746
118;0.018828
119;0.018886
120;0.018966
121;0.019053999999999998
122;0.01911
123;0.019192
124;0.019276
125;0.019364
126;0.019454
127;0.019525999999999998
128;0.019622
129;0.019708
130;0.019784
131;0.019864
132;0.019952
133;0.020050000000000002
134;0.020126
135;0.020198
136;0.020252
137;0.020315999999999997
138;0.020388000000000003
139;0.020475999999999998
140;0.020564
141;0.020644
142;0.020706
143;0.020796
144;0.020871999999999998
145;0.020966000000000002
146;0.02103
147;0.021085999999999997
148;0.021178000000000002
149;0.021244
150;0.021314
151;0.021394
152;0.021466000000000002
153;0.02153
154;0.021578
155;0.021644
156;0.021707999999999998
157;0.021778
158;0.021856
159;0.021928
160;0.022006
161;0.02209
162;0.022178
163;0.022238
164;0.022314
165;0.02238
166;0.02246
167;0.022548000000000002
168;0.022611999999999997
169;0.022681999999999997
170;0.022764
171;0.022836
172;0.022914
173;0.023001999999999998
174;0.023053999999999998
175;0.023116
176;0.023186
177;0.023288
178;0.023368
179;0.023440000000000003
180;0.023496
181;0.023548000000000003
182;0.023628
183;0.023698
184;0.023768
185;0.023846
186;0.023916
187;0.023978000000000003
188;0.024032
189;0.024086
190;0.024152
191;0.02422
192;0.02429
193;0.024366
194;0.024436
195;0.024494
196;0.02456
197;0.024628
198;0.024678000000000002
199;0.024734000000000003
200;0.024812
