day;avg_sa
1;0.001686
2;0.0024449999999999997
3;0.003218
4;0.003967
5;0.004831
6;0.005504
7;0.00617
8;0.006771
9;0.0075650000000000005
10;0.008248
11;0.008924
12;0.009665
13;0.010307
14;0.010917
15;0.011586
16;0.012327
17;0.013042
18;0.013859999999999999
19;0.014499
20;0.015244
21;0.015872
22;0.016377
23;0.017086999999999998
24;0.017835999999999998
25;0.018651
26;0.019351
27;0.019969
28;0.020667
29;0.021257
30;0.021942
31;0.022599
32;0.023336
33;0.023996
34;0.024861
35;0.025648
36;0.026431
37;0.027225000000000003
38;0.027971
39;0.028606000000000003
40;0.029277
41;0.029872
42;0.030458
43;0.031111999999999997
44;0.031803
45;0.032511000000000005
46;0.033334
47;0.034031
48;0.034755
49;0.035421999999999995
50;0.036169
51;0.03681
52;0.03765399999999999
53;0.038355
54;0.039009999999999996
55;0.039845
56;0.040475000000000004
57;0.041032
58;0.041634
59;0.042065
60;0.04249
61;0.0431
62;0.043737000000000005
63;0.04455
64;0.045251
65;0.045822
66;0.046274
67;0.046873
68;0.047619999999999996
69;0.04828
70;0.049217
71;0.049991999999999995
72;0.050591000000000004
73;0.051149
74;0.051634
75;0.052221
76;0.052912
77;0.053572
78;0.054127
79;0.054604
80;0.055335999999999996
81;0.056087000000000005
82;0.056750999999999996
83;0.057279000000000004
84;0.058039
85;0.058597
86;0.059258000000000005
87;0.059844
88;0.060601
89;0.061321
90;0.062092
91;0.062619
92;0.063314
93;0.063846
94;0.064519
95;0.064914
96;0.065305
97;0.065903
98;0.066614
99;0.067104
100;0.067714
101;0.068231
102;0.068867
103;0.06934799999999999
104;0.069723
105;0.07016800000000001
106;0.070865
107;0.071767
108;0.072351
109;0.07299
110;0.07347
111;0.074016
112;0.07454999999999999
113;0.07523099999999999
114;0.075804
115;0.076417
116;0.077038
117;0.077591
118;0.078043
119;0.078706
120;0.079374
121;0.079887
122;0.080591
123;0.08123999999999999
124;0.081944
125;0.08246099999999999
126;0.082963
127;0.083592
128;0.084208
129;0.08509
130;0.085686
131;0.086282
132;0.08693
133;0.087661
134;0.08826
135;0.0888
136;0.089643
137;0.09051000000000001
138;0.091065
139;0.09169
140;0.092257
141;0.093017
142;0.093502
143;0.094122
144;0.094802
145;0.095524
146;0.096129
147;0.096843
148;0.097458
149;0.098126
150;0.09876900000000001
151;0.09937900000000001
152;0.100003
153;0.100584
154;0.101153
155;0.102008
156;0.102677
157;0.10328
158;0.104353
159;0.105185
160;0.105959
161;0.106787
162;0.107279
163;0.107974
164;0.10854699999999999
165;0.109481
166;0.110109
167;0.111006
168;0.11170699999999999
169;0.112356
170;0.11297
171;0.11365
172;0.114482
173;0.115089
174;0.115888
175;0.1165
176;0.11701600000000001
177;0.117722
178;0.118696
179;0.119587
180;0.120152
181;0.120809
182;0.121342
183;0.122261
184;0.12318000000000001
185;0.123705
186;0.12416200000000001
187;0.12481300000000001
188;0.125578
189;0.126346
190;0.12715300000000002
191;0.127814
192;0.128257
193;0.128997
194;0.12941
195;0.13016
196;0.130889
197;0.13156800000000002
198;0.13225800000000001
199;0.132988
200;0.133488
