day;avg_sa
1;0.0016480000000000002
2;0.002178
3;0.002662
4;0.003074
5;0.003478
6;0.003818
7;0.004131999999999999
8;0.0044340000000000004
9;0.004754
10;0.005058
11;0.005350000000000001
12;0.00563
13;0.005874
14;0.006052
15;0.006258
16;0.006516
17;0.006768
18;0.007006
19;0.0071920000000000005
20;0.007402
21;0.007606
22;0.00782
23;0.008002
24;0.008172
25;0.008358
26;0.008532
27;0.008721999999999999
28;0.008891999999999999
29;0.009098
30;0.009262000000000001
31;0.009424
32;0.00959
33;0.009746000000000001
34;0.0099
35;0.010081999999999999
36;0.010232
37;0.010395999999999999
38;0.010551999999999999
39;0.010688000000000001
40;0.010824
41;0.010952
42;0.011078
43;0.01121
44;0.011328
45;0.011465999999999999
46;0.011612
47;0.011738
48;0.011846
49;0.011964
50;0.012112
51;0.012232
52;0.012356
53;0.012466
54;0.012572
55;0.0127
56;0.012816000000000001
57;0.01293
58;0.013044
59;0.013161999999999998
60;0.013286
61;0.013395999999999998
62;0.013491999999999999
63;0.01357
64;0.013682
65;0.013768
66;0.013869999999999999
67;0.01397
68;0.014074
69;0.01419
70;0.014296
71;0.014384000000000001
72;0.014482
73;0.014586
74;0.014708
75;0.014821999999999998
76;0.014917999999999999
77;0.015024
78;0.01516
79;0.015254
80;0.015390000000000001
81;0.015493999999999999
82;0.0156
83;0.015692
84;0.01579
85;0.015880000000000002
86;0.015978
87;0.016078
88;0.016156
89;0.016242
90;0.016326
91;0.016416
92;0.016504
93;0.016592
94;0.016687999999999998
95;0.016808
96;0.01691
97;0.016988
98;0.017094
99;0.017218
100;0.017334
101;0.01742
102;0.017533999999999998
103;0.017617999999999998
104;0.017696
105;0.017796
106;0.017882000000000002
107;0.017952000000000003
108;0.018036
109;0.018122
110;0.018216
111;0.018276
112;0.018368
113;0.018452000000000003
114;0.018546
115;0.01865
116;0.018722000000000003
117;0.018812000000000002
118;0.018897999999999998
119;0.01899
120;0.019088
121;0.019167999999999998
122;0.019256
123;0.019354
124;0.019444
125;0.019544
126;0.019608
127;0.019684
128;0.01975
129;0.019842
130;0.019928
131;0.019988
132;0.020062
133;0.02014
134;0.020214
135;0.020300000000000002
136;0.020384
137;0.02048
138;0.02057
139;0.020662
140;0.020752
141;0.02082
142;0.020888
143;0.020954
144;0.021042
145;0.021108000000000002
146;0.021204
147;0.021283999999999997
148;0.021362
149;0.021457999999999998
150;0.021533999999999998
151;0.02163
152;0.021731999999999998
153;0.021826
154;0.021898
155;0.021962
156;0.02205
157;0.022118
158;0.022174
159;0.022236000000000002
160;0.022314
161;0.022388
162;0.02248
163;0.022539999999999998
164;0.022596
165;0.022674
166;0.022744
167;0.02281
168;0.022896
169;0.022949999999999998
170;0.023012
171;0.023077999999999998
172;0.023152000000000002
173;0.02323
174;0.023304
175;0.023386
176;0.023434
177;0.023498
178;0.023572
179;0.023654
180;0.023728000000000003
181;0.023777999999999997
182;0.023847999999999998
183;0.023914
184;0.023972
185;0.024042
186;0.024111999999999998
187;0.02419
188;0.024264
189;0.024333999999999998
190;0.024402
191;0.024457999999999997
192;0.024518
193;0.02459
194;0.024662
195;0.024714
196;0.024768000000000002
197;0.024832
198;0.024898
199;0.02496
200;0.025013999999999998
