day;avg_sa
1;0.001678
2;0.0024140000000000003
3;0.003117
4;0.0038320000000000003
5;0.004561
6;0.00528
7;0.00598
8;0.006801
9;0.007474000000000001
10;0.008251
11;0.00901
12;0.00965
13;0.010368
14;0.01104
15;0.011657
16;0.012327
17;0.012942
18;0.013581
19;0.014288
20;0.014917999999999999
21;0.015573
22;0.016318000000000003
23;0.017081
24;0.017733000000000002
25;0.01841
26;0.01912
27;0.019851
28;0.020587
29;0.021296
30;0.022039000000000003
31;0.022621
32;0.023252
33;0.024054
34;0.024594
35;0.025283
36;0.025913
37;0.026771999999999997
38;0.027466
39;0.028145
40;0.028858
41;0.029571
42;0.030195
43;0.031018
44;0.031602
45;0.032219000000000005
46;0.032915
47;0.033551000000000004
48;0.034163
49;0.034692999999999995
50;0.035334000000000004
51;0.035844
52;0.036362
53;0.037104
54;0.037497
55;0.03802899999999999
56;0.038549
57;0.039178
58;0.039897
59;0.040296
60;0.04087
61;0.041455
62;0.041911000000000004
63;0.042442
64;0.043007
65;0.043523000000000006
66;0.044086
67;0.044613
68;0.045307
69;0.045993
70;0.046537999999999996
71;0.047222
72;0.047814
73;0.048469
74;0.049201999999999996
75;0.0499
76;0.050664
77;0.0513
78;0.052075
79;0.052899
80;0.053556
81;0.054311
82;0.054909999999999994
83;0.055494
84;0.055976
85;0.056368
86;0.05705
87;0.057515000000000004
88;0.057823
89;0.058273000000000005
90;0.058851
91;0.05955
92;0.060214
93;0.060857999999999995
94;0.061236
95;0.061838000000000004
96;0.062299999999999994
97;0.06264
98;0.063039
99;0.063516
100;0.063959
101;0.064446
102;0.06531999999999999
103;0.066326
104;0.067141
105;0.06794199999999999
106;0.068915
107;0.06978100000000001
108;0.070547
109;0.071315
110;0.072107
111;0.072691
112;0.07326099999999999
113;0.07382899999999999
114;0.07443000000000001
115;0.075006
116;0.075667
117;0.076393
118;0.077105
119;0.077844
120;0.078534
121;0.079184
122;0.079645
123;0.080337
124;0.081072
125;0.08183199999999999
126;0.08234
127;0.082777
128;0.083244
129;0.083747
130;0.084452
131;0.08487600000000001
132;0.08565099999999999
133;0.086268
134;0.08694
135;0.08742699999999999
136;0.08805299999999999
137;0.08875100000000001
138;0.089082
139;0.08963299999999999
140;0.09038800000000001
141;0.09107599999999999
142;0.091545
143;0.092082
144;0.09254899999999999
145;0.093367
146;0.09388200000000001
147;0.094655
148;0.095401
149;0.095998
150;0.096781
151;0.097491
152;0.09819199999999999
153;0.098668
154;0.099066
155;0.099558
156;0.100241
157;0.100955
158;0.101741
159;0.10244199999999999
160;0.103044
161;0.103695
162;0.104316
163;0.10489100000000001
164;0.105499
165;0.10602299999999999
166;0.106477
167;0.107104
168;0.107753
169;0.108232
170;0.109086
171;0.109747
172;0.110247
173;0.110739
174;0.111484
175;0.112179
176;0.113126
177;0.113928
178;0.114665
179;0.115315
180;0.116133
181;0.116801
182;0.117363
183;0.11783199999999999
184;0.118389
185;0.11886100000000001
186;0.119515
187;0.11995
188;0.120463
189;0.120849
190;0.121419
191;0.12173300000000001
192;0.122257
193;0.122897
194;0.123502
195;0.124086
196;0.12472499999999999
197;0.12515
198;0.12604
199;0.126666
200;0.127197
